ID,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,health,absences,G1,G2,G3,curso,alcohol
567,GP,M,16,R,GT3,T,5th to 9th grade,5th to 9th grade,at_home,other,course,mother,30 min to 1 hour,<2 hours,0,no,no,no,no,no,yes,no,no,4,2,2,3,4,12,10,11,por,No
568,GP,M,16,U,GT3,T,secondary education,secondary education,other,services,course,father,<15 min,2 to 5 hours,1,no,yes,no,no,yes,yes,yes,yes,4,5,5,5,0,10,10,1,por,Si
569,GP,M,16,U,LE3,T,primary education (4th grade),5th to 9th grade,health,services,course,mother,15 to 30 min.,<2 hours,2,no,no,no,no,no,yes,yes,no,4,4,5,5,0,9,8,10,por,Si
570,GP,M,17,R,LE3,T,5th to 9th grade,primary education (4th grade),at_home,other,course,mother,15 to 30 min.,<2 hours,1,no,no,yes,yes,yes,no,yes,yes,3,3,2,5,8,8,8,9,por,No
571,GP,M,17,R,GT3,T,secondary education,5th to 9th grade,other,other,course,mother,15 to 30 min.,2 to 5 hours,2,yes,yes,no,no,yes,yes,yes,yes,4,4,4,3,4,7,6,8,por,No
572,GP,M,15,U,LE3,T,primary education (4th grade),5th to 9th grade,other,other,course,mother,15 to 30 min.,<2 hours,0,no,no,no,yes,yes,yes,no,no,4,4,4,5,2,8,9,10,por,Si
573,GP,M,16,U,GT3,T,primary education (4th grade),secondary education,at_home,services,course,father,<15 min,<2 hours,1,no,no,no,no,yes,no,yes,no,5,3,3,2,2,9,8,8,por,No
574,GP,M,17,R,LE3,T,primary education (4th grade),primary education (4th grade),other,services,course,mother,>1 hour,2 to 5 hours,0,no,no,no,yes,yes,no,no,yes,5,3,5,5,0,8,8,8,por,No
575,GP,M,17,U,GT3,T,secondary education,5th to 9th grade,services,services,course,mother,15 to 30 min.,<2 hours,3,no,yes,no,yes,no,no,no,no,4,5,2,2,10,8,7,8,por,No
576,GP,M,16,U,GT3,T,5th to 9th grade,5th to 9th grade,other,other,course,father,<15 min,2 to 5 hours,0,no,no,no,no,yes,no,yes,no,4,3,5,4,0,9,10,11,por,Si
577,GP,F,16,U,GT3,T,higher education,5th to 9th grade,health,services,home,father,<15 min,2 to 5 hours,0,no,no,no,no,yes,yes,yes,yes,4,2,3,3,0,17,17,18,por,No
578,GP,F,16,U,GT3,T,5th to 9th grade,5th to 9th grade,other,other,home,mother,<15 min,2 to 5 hours,0,no,yes,no,no,no,yes,yes,no,5,1,5,4,0,12,12,13,por,No
579,GP,F,16,U,GT3,T,higher education,higher education,health,health,reputation,mother,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,yes,4,4,2,3,0,16,16,17,por,No
580,GP,M,16,U,GT3,T,secondary education,higher education,other,other,course,father,30 min to 1 hour,<2 hours,1,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,9,9,10,por,Si
581,GP,M,16,U,GT3,T,primary education (4th grade),None,other,other,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,3,0,16,17,18,por,No
582,GP,M,17,U,LE3,T,higher education,higher education,teacher,other,reputation,mother,<15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,5,0,11,9,10,por,No
583,GP,F,16,U,GT3,T,primary education (4th grade),secondary education,at_home,services,home,mother,<15 min,2 to 5 hours,0,no,no,no,yes,no,yes,yes,yes,4,3,5,3,0,14,13,13,por,No
584,GP,F,16,U,LE3,T,secondary education,secondary education,other,other,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,4,5,4,0,14,14,15,por,No
585,GP,M,17,U,LE3,T,higher education,secondary education,teacher,other,course,mother,15 to 30 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,4,4,4,4,0,10,11,11,por,Si
586,GP,F,16,U,GT3,T,5th to 9th grade,5th to 9th grade,services,other,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,no,no,yes,no,yes,yes,no,3,4,4,5,0,13,12,14,por,No
587,GP,M,17,U,GT3,T,secondary education,secondary education,other,other,reputation,father,<15 min,2 to 5 hours,0,no,no,no,yes,no,yes,yes,no,4,3,4,4,4,11,9,10,por,No
588,GP,M,16,R,GT3,T,higher education,5th to 9th grade,teacher,services,other,mother,<15 min,<2 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,8,10,9,11,por,Si
589,GP,M,17,U,GT3,T,higher education,secondary education,other,other,course,mother,<15 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,yes,5,2,3,2,4,11,11,13,por,No
590,GP,M,16,U,GT3,T,higher education,secondary education,teacher,other,home,mother,<15 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,3,4,3,3,4,11,10,11,por,No
591,GP,M,16,U,GT3,T,secondary education,secondary education,services,other,home,mother,<15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,3,0,11,12,13,por,No
592,GP,F,17,U,GT3,T,5th to 9th grade,higher education,services,services,reputation,father,<15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,no,5,4,2,5,0,17,18,17,por,No
593,GP,F,17,U,LE3,T,secondary education,secondary education,other,other,reputation,mother,<15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,1,32,14,13,14,por,No
594,GP,F,16,U,GT3,T,secondary education,5th to 9th grade,other,other,reputation,mother,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,1,2,2,1,8,14,15,16,por,No
595,GP,M,17,U,GT3,T,secondary education,secondary education,services,services,other,mother,<15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,4,6,11,13,14,por,No
596,GP,M,16,U,GT3,T,primary education (4th grade),5th to 9th grade,services,services,other,mother,<15 min,<2 hours,0,no,yes,no,yes,yes,yes,yes,yes,3,3,3,3,0,10,9,11,por,No
597,GP,M,16,U,LE3,T,5th to 9th grade,primary education (4th grade),other,other,course,mother,<15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,5,0,13,14,16,por,No
598,GP,F,17,U,GT3,A,secondary education,secondary education,health,other,reputation,mother,<15 min,2 to 5 hours,0,no,yes,no,no,no,yes,yes,yes,3,3,3,3,10,12,13,14,por,No
599,GP,M,17,R,GT3,T,primary education (4th grade),5th to 9th grade,at_home,other,home,mother,<15 min,2 to 5 hours,0,no,no,no,no,yes,yes,no,no,3,1,3,3,6,9,9,10,por,No
600,GP,F,16,U,GT3,T,5th to 9th grade,secondary education,services,services,course,mother,<15 min,2 to 5 hours,0,no,no,no,no,yes,yes,yes,no,4,3,3,2,6,12,12,13,por,No
601,GP,F,17,U,GT3,T,primary education (4th grade),primary education (4th grade),at_home,services,course,mother,<15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,5,3,3,3,0,12,11,12,por,No
602,GP,M,17,U,GT3,T,primary education (4th grade),5th to 9th grade,at_home,services,other,other,15 to 30 min.,2 to 5 hours,0,no,no,no,yes,no,yes,yes,no,4,4,4,5,16,10,11,12,por,Si
603,GP,M,16,R,GT3,T,secondary education,secondary education,services,services,reputation,mother,<15 min,<2 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,5,0,11,10,10,por,Si
604,GP,M,16,U,GT3,T,5th to 9th grade,secondary education,other,other,home,father,15 to 30 min.,<2 hours,0,no,no,no,no,yes,yes,yes,no,5,3,3,3,0,13,12,12,por,No
605,GP,F,17,U,LE3,T,5th to 9th grade,higher education,services,services,course,father,<15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,5,8,14,15,16,por,No
606,GP,M,17,U,GT3,T,higher education,higher education,services,teacher,home,mother,<15 min,<2 hours,0,no,no,no,no,yes,yes,yes,no,5,2,3,5,4,13,13,14,por,No
607,GP,M,16,R,LE3,T,secondary education,secondary education,teacher,other,home,father,30 min to 1 hour,<2 hours,0,no,yes,no,yes,yes,yes,yes,no,3,3,4,3,16,10,11,12,por,Si
608,GP,F,17,U,GT3,T,higher education,higher education,services,teacher,home,mother,15 to 30 min.,<2 hours,1,no,yes,no,no,yes,yes,yes,no,4,2,4,2,30,14,15,16,por,No
609,GP,F,16,U,LE3,T,higher education,higher education,teacher,teacher,reputation,mother,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,5,2,3,0,11,10,11,por,No
610,GP,F,16,U,GT3,T,higher education,secondary education,health,other,home,mother,<15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,2,2,14,14,15,por,No
611,GP,F,16,U,GT3,T,5th to 9th grade,secondary education,other,other,reputation,mother,<15 min,2 to 5 hours,0,yes,yes,no,yes,yes,yes,no,no,4,4,3,4,4,11,12,12,por,No
612,GP,F,17,U,GT3,T,primary education (4th grade),primary education (4th grade),other,other,course,mother,<15 min,2 to 5 hours,0,no,yes,no,no,no,yes,no,no,4,4,4,1,0,14,15,15,por,No
613,GP,F,17,R,GT3,T,5th to 9th grade,5th to 9th grade,other,other,reputation,mother,<15 min,<2 hours,0,no,yes,no,no,yes,yes,yes,no,5,3,2,3,21,13,13,13,por,No
614,GP,F,16,R,GT3,T,5th to 9th grade,5th to 9th grade,services,services,reputation,mother,15 to 30 min.,>10 hours,0,no,yes,no,yes,no,yes,yes,no,5,3,5,5,6,13,13,13,por,No
615,GP,F,17,U,GT3,T,secondary education,higher education,at_home,services,home,mother,<15 min,5 to 10 hours,1,no,yes,yes,no,yes,yes,yes,yes,4,4,3,5,14,8,9,8,por,Si
616,GP,F,16,U,GT3,A,secondary education,primary education (4th grade),services,other,course,mother,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,2,3,3,4,2,11,11,12,por,No
617,GP,F,16,U,GT3,T,higher education,secondary education,teacher,other,other,mother,<15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,1,3,2,1,4,14,15,15,por,No
618,GP,F,16,U,GT3,T,primary education (4th grade),primary education (4th grade),at_home,other,home,mother,15 to 30 min.,<2 hours,0,no,yes,no,no,yes,yes,no,no,4,3,2,5,2,12,13,13,por,No
619,GP,F,17,R,GT3,T,higher education,secondary education,teacher,other,reputation,mother,15 to 30 min.,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,4,2,4,0,11,12,12,por,No
620,GP,F,19,U,GT3,T,secondary education,secondary education,other,other,reputation,other,<15 min,>10 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,3,4,12,12,12,por,No
621,GP,M,17,U,LE3,T,higher education,higher education,services,other,home,mother,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,yes,5,3,5,3,15,13,12,12,por,Si
622,GP,F,16,U,GT3,A,5th to 9th grade,5th to 9th grade,other,other,reputation,mother,<15 min,2 to 5 hours,0,yes,yes,no,no,yes,yes,yes,no,3,3,4,4,0,13,13,13,por,No
623,GP,M,18,U,GT3,T,5th to 9th grade,5th to 9th grade,services,other,home,mother,<15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,5,10,12,11,11,por,Si
624,GP,F,17,R,LE3,T,higher education,higher education,services,other,other,mother,<15 min,<2 hours,0,no,yes,no,no,yes,yes,no,no,5,2,1,3,6,12,11,11,por,No
625,GP,F,17,U,LE3,T,secondary education,5th to 9th grade,other,other,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,no,no,no,yes,yes,yes,no,4,4,4,1,2,14,16,15,por,No
626,GP,F,17,U,GT3,T,higher education,secondary education,other,other,reputation,mother,<15 min,2 to 5 hours,0,no,no,no,no,yes,yes,yes,yes,3,4,5,1,16,11,9,10,por,Si
627,GP,M,18,U,LE3,T,secondary education,secondary education,services,health,home,father,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,3,2,4,4,10,10,10,10,por,Si
628,GP,F,17,U,GT3,T,5th to 9th grade,secondary education,at_home,other,home,father,15 to 30 min.,<2 hours,0,no,yes,no,no,yes,yes,no,no,3,3,3,3,4,12,13,13,por,No
629,GP,F,17,U,GT3,T,5th to 9th grade,5th to 9th grade,at_home,at_home,course,mother,<15 min,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,4,0,12,12,13,por,No
630,GP,F,17,R,GT3,T,5th to 9th grade,primary education (4th grade),at_home,services,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,5,0,11,10,11,por,No
631,GP,F,17,U,GT3,T,primary education (4th grade),primary education (4th grade),at_home,other,reputation,mother,<15 min,5 to 10 hours,0,no,yes,no,yes,yes,yes,no,yes,4,3,4,5,12,12,12,12,por,No
632,GP,F,16,U,GT3,T,5th to 9th grade,secondary education,services,teacher,other,mother,<15 min,2 to 5 hours,0,yes,no,no,no,yes,yes,yes,no,2,3,1,3,0,13,13,14,por,No
633,GP,M,18,U,GT3,T,5th to 9th grade,5th to 9th grade,other,other,home,mother,15 to 30 min.,2 to 5 hours,3,no,yes,yes,no,yes,yes,yes,no,3,3,3,4,9,10,9,10,por,Si
634,GP,F,16,U,GT3,T,higher education,higher education,teacher,services,home,mother,<15 min,5 to 10 hours,0,no,yes,no,yes,no,yes,yes,no,5,3,2,5,4,15,16,16,por,No
635,GP,F,18,R,GT3,T,secondary education,primary education (4th grade),other,other,reputation,mother,<15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,4,4,8,8,8,por,No
636,GP,F,17,U,GT3,T,secondary education,5th to 9th grade,other,other,course,mother,<15 min,2 to 5 hours,0,no,no,no,yes,no,yes,yes,no,5,3,4,3,2,17,18,17,por,No
637,GP,M,17,U,LE3,T,5th to 9th grade,secondary education,services,services,reputation,father,<15 min,2 to 5 hours,0,no,yes,no,no,no,yes,yes,no,5,3,3,3,0,10,11,11,por,No
638,GP,M,18,U,LE3,T,5th to 9th grade,primary education (4th grade),at_home,other,course,mother,>1 hour,2 to 5 hours,0,yes,yes,no,yes,yes,yes,yes,yes,4,3,2,3,2,9,10,11,por,Si
639,GP,F,17,U,GT3,A,5th to 9th grade,primary education (4th grade),other,other,course,mother,15 to 30 min.,5 to 10 hours,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,3,0,15,15,16,por,No
640,GP,F,17,U,LE3,T,higher education,secondary education,health,other,reputation,father,<15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,3,0,14,12,12,por,No
641,GP,M,17,R,GT3,T,5th to 9th grade,5th to 9th grade,other,other,course,father,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,5,2,1,0,12,13,13,por,No
642,GP,M,17,U,GT3,T,higher education,higher education,teacher,teacher,reputation,mother,<15 min,2 to 5 hours,0,yes,yes,no,yes,yes,yes,yes,yes,4,5,5,2,0,13,13,13,por,No
643,GP,M,16,U,GT3,T,higher education,higher education,health,other,reputation,father,<15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,2,4,1,0,13,13,14,por,Si
644,GP,M,16,U,LE3,T,primary education (4th grade),primary education (4th grade),other,other,home,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,3,4,2,5,2,9,9,9,por,No
645,GP,M,16,U,GT3,T,secondary education,5th to 9th grade,at_home,other,reputation,mother,15 to 30 min.,5 to 10 hours,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,2,0,12,12,12,por,No
646,GP,M,17,U,LE3,T,5th to 9th grade,5th to 9th grade,other,other,home,father,<15 min,2 to 5 hours,0,no,no,no,yes,no,yes,yes,yes,4,4,2,4,0,16,16,16,por,Si
647,GP,F,16,U,GT3,T,5th to 9th grade,primary education (4th grade),other,other,home,mother,<15 min,<2 hours,0,no,no,no,no,yes,yes,yes,yes,4,5,2,5,4,9,10,10,por,No
648,GP,F,16,U,GT3,A,higher education,primary education (4th grade),other,other,home,mother,<15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,5,0,14,13,13,por,No
649,GP,F,18,U,LE3,A,5th to 9th grade,higher education,services,other,course,mother,15 to 30 min.,2 to 5 hours,1,no,yes,no,no,yes,yes,yes,no,4,3,3,3,18,10,10,10,por,No
650,GP,F,18,U,LE3,T,5th to 9th grade,5th to 9th grade,at_home,services,course,mother,<15 min,2 to 5 hours,1,no,yes,no,no,no,yes,yes,yes,5,3,1,5,16,9,8,10,por,No
651,GP,F,18,U,GT3,T,secondary education,secondary education,other,other,course,mother,15 to 30 min.,<2 hours,1,no,no,no,no,yes,no,yes,no,4,1,1,3,14,8,7,7,por,No
652,GP,M,18,U,GT3,T,5th to 9th grade,5th to 9th grade,other,at_home,course,other,<15 min,<2 hours,1,no,yes,no,yes,no,no,yes,yes,4,4,3,1,26,7,8,8,por,No
653,GP,M,17,U,GT3,T,higher education,higher education,teacher,teacher,course,mother,<15 min,<2 hours,0,no,yes,no,yes,no,yes,yes,no,4,2,1,5,6,10,8,9,por,No
654,GP,F,17,U,GT3,T,secondary education,5th to 9th grade,other,other,course,father,<15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,no,no,5,4,2,3,4,14,14,15,por,No
655,GP,F,17,U,LE3,T,primary education (4th grade),primary education (4th grade),at_home,at_home,course,mother,<15 min,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,4,10,11,10,10,por,No
656,GP,F,16,U,GT3,T,primary education (4th grade),5th to 9th grade,other,other,course,mother,<15 min,<2 hours,0,no,no,no,no,yes,no,yes,no,5,3,5,5,4,12,11,11,por,No
657,GP,F,17,R,GT3,T,5th to 9th grade,primary education (4th grade),at_home,services,course,mother,30 min to 1 hour,2 to 5 hours,0,no,no,no,yes,yes,yes,no,no,2,1,1,3,2,13,13,13,por,No
658,GP,F,17,R,LE3,A,primary education (4th grade),higher education,other,other,course,other,>1 hour,<2 hours,1,no,yes,no,no,yes,yes,yes,no,5,5,4,5,14,9,9,8,por,No
659,GP,M,18,U,GT3,T,5th to 9th grade,5th to 9th grade,other,services,reputation,father,<15 min,2 to 5 hours,0,no,no,no,no,yes,no,yes,no,5,5,4,2,16,8,7,8,por,Si
660,GP,F,17,U,LE3,A,5th to 9th grade,5th to 9th grade,other,other,home,mother,<15 min,<2 hours,1,no,yes,no,no,no,no,yes,no,3,1,2,1,8,11,9,10,por,No
661,GP,F,17,R,LE3,T,primary education (4th grade),primary education (4th grade),at_home,other,course,mother,15 to 30 min.,5 to 10 hours,0,no,no,no,yes,yes,yes,yes,no,4,3,3,5,4,15,14,15,por,No
662,GP,F,17,U,LE3,A,higher education,5th to 9th grade,teacher,other,course,mother,<15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,no,4,3,2,4,4,15,14,14,por,No
663,GP,M,17,U,LE3,T,higher education,secondary education,health,other,course,mother,15 to 30 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,2,5,5,5,8,15,15,15,por,No
664,GP,M,17,R,LE3,A,higher education,higher education,teacher,other,course,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,3,3,3,4,0,12,12,12,por,No
665,GP,M,16,U,LE3,T,higher education,secondary education,teacher,other,course,mother,<15 min,<2 hours,0,no,no,no,yes,no,yes,yes,no,5,4,5,3,7,14,14,15,por,No
666,GP,M,16,U,GT3,T,higher education,higher education,services,services,course,mother,<15 min,<2 hours,0,no,no,yes,yes,yes,yes,yes,no,5,3,2,5,4,14,15,15,por,No
667,GP,F,17,U,GT3,T,higher education,higher education,teacher,services,course,mother,<15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,5,3,1,5,2,11,11,12,por,No
668,GP,M,17,R,GT3,T,primary education (4th grade),primary education (4th grade),other,other,home,father,15 to 30 min.,5 to 10 hours,0,no,no,no,no,no,yes,yes,yes,4,3,3,1,2,13,14,15,por,No
669,GP,F,17,U,GT3,T,secondary education,secondary education,services,other,home,mother,15 to 30 min.,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,5,10,11,11,11,por,No
670,GP,F,17,U,GT3,T,primary education (4th grade),primary education (4th grade),at_home,other,course,mother,<15 min,2 to 5 hours,0,yes,no,no,no,no,yes,no,yes,4,3,2,4,10,10,9,10,por,No
671,GP,F,18,U,GT3,T,5th to 9th grade,primary education (4th grade),other,other,course,other,15 to 30 min.,5 to 10 hours,0,no,yes,no,no,no,yes,yes,yes,4,4,4,3,10,12,10,11,por,No
672,GP,M,16,U,GT3,T,5th to 9th grade,primary education (4th grade),other,other,course,mother,30 min to 1 hour,<2 hours,0,no,no,no,no,yes,yes,yes,no,4,3,3,4,7,15,16,16,por,No
673,GP,F,17,U,GT3,T,primary education (4th grade),primary education (4th grade),other,services,course,father,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,no,no,4,3,4,5,4,11,10,11,por,No
674,GP,M,17,U,GT3,T,5th to 9th grade,secondary education,other,other,course,father,15 to 30 min.,<2 hours,0,no,no,no,no,yes,yes,yes,no,5,2,2,2,2,9,12,13,por,No
675,GP,M,22,U,GT3,T,secondary education,primary education (4th grade),services,services,other,mother,<15 min,<2 hours,3,no,no,no,no,no,no,yes,yes,5,4,5,1,12,7,8,5,por,Si
676,GP,M,18,R,LE3,T,secondary education,secondary education,other,services,course,mother,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,5,8,10,9,10,por,No
677,GP,M,16,U,GT3,T,None,5th to 9th grade,other,other,other,mother,<15 min,<2 hours,0,no,no,no,no,no,yes,yes,no,4,3,2,5,0,11,12,11,por,Si
678,GP,M,18,U,GT3,T,secondary education,5th to 9th grade,services,other,course,mother,15 to 30 min.,<2 hours,0,no,no,no,no,yes,no,yes,no,4,4,5,5,8,7,8,7,por,Si
679,GP,M,16,U,GT3,T,secondary education,secondary education,at_home,other,reputation,other,30 min to 1 hour,2 to 5 hours,1,yes,yes,no,no,no,yes,yes,no,5,3,3,2,4,9,11,10,por,No
680,GP,M,18,U,GT3,T,5th to 9th grade,primary education (4th grade),services,services,other,mother,<15 min,<2 hours,2,no,no,no,no,no,no,yes,no,3,2,5,5,4,7,8,6,por,Si
681,GP,M,16,R,GT3,T,5th to 9th grade,primary education (4th grade),other,other,course,mother,15 to 30 min.,<2 hours,0,no,no,no,yes,no,yes,no,no,3,3,2,3,2,14,13,12,por,No
682,GP,M,17,R,GT3,T,5th to 9th grade,primary education (4th grade),other,other,course,mother,<15 min,<2 hours,0,no,no,no,no,no,yes,yes,no,4,4,2,5,0,12,12,13,por,Si
683,GP,M,17,U,LE3,T,primary education (4th grade),primary education (4th grade),health,other,course,mother,15 to 30 min.,<2 hours,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,5,0,9,10,10,por,No
684,GP,F,18,U,LE3,A,5th to 9th grade,primary education (4th grade),other,other,course,mother,<15 min,2 to 5 hours,0,no,yes,no,no,no,yes,yes,yes,4,3,4,5,2,12,12,13,por,No
685,GP,F,17,U,LE3,T,higher education,5th to 9th grade,teacher,services,reputation,mother,<15 min,>10 hours,0,no,yes,no,yes,yes,yes,yes,no,4,2,3,4,2,14,15,17,por,No
686,GP,F,19,U,GT3,T,5th to 9th grade,5th to 9th grade,services,services,home,mother,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,3,5,0,10,10,11,por,No
687,GP,M,18,U,LE3,T,5th to 9th grade,primary education (4th grade),services,other,course,mother,30 min to 1 hour,2 to 5 hours,1,no,no,no,yes,no,no,yes,no,4,4,5,5,4,11,10,11,por,Si
688,GP,F,17,R,GT3,T,higher education,5th to 9th grade,other,other,course,mother,<15 min,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,5,2,11,12,14,por,No
689,GP,F,18,U,LE3,T,primary education (4th grade),primary education (4th grade),other,at_home,home,mother,<15 min,5 to 10 hours,0,no,yes,no,no,no,yes,no,no,4,4,3,3,4,11,12,14,por,No
690,GP,F,18,R,GT3,T,5th to 9th grade,5th to 9th grade,other,other,home,mother,<15 min,2 to 5 hours,0,yes,no,no,no,yes,yes,no,no,3,2,3,5,4,11,11,13,por,No
691,GP,M,19,U,LE3,A,higher education,secondary education,services,at_home,reputation,mother,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,4,11,13,14,por,No
692,GP,M,18,U,GT3,T,5th to 9th grade,primary education (4th grade),other,other,home,mother,<15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,5,2,4,4,2,16,16,16,por,No
693,GP,M,17,R,GT3,T,5th to 9th grade,5th to 9th grade,other,services,other,mother,15 to 30 min.,<2 hours,0,no,no,no,no,no,no,no,no,5,2,2,4,0,9,10,10,por,No
694,GP,F,17,U,LE3,T,5th to 9th grade,5th to 9th grade,services,services,course,father,<15 min,>10 hours,0,no,no,no,yes,yes,yes,yes,yes,3,4,1,2,2,10,11,12,por,No
695,GP,F,20,R,GT3,T,5th to 9th grade,primary education (4th grade),other,other,course,other,15 to 30 min.,2 to 5 hours,0,no,yes,yes,yes,yes,no,yes,yes,1,2,3,2,8,10,12,12,por,No
696,GP,F,18,U,GT3,T,higher education,secondary education,services,other,home,father,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,yes,3,1,2,2,2,15,15,15,por,No
697,GP,M,18,U,GT3,T,higher education,secondary education,teacher,other,course,mother,<15 min,2 to 5 hours,0,no,yes,no,no,no,yes,yes,no,4,3,2,3,2,10,10,11,por,No
698,GP,M,18,R,GT3,T,secondary education,5th to 9th grade,other,other,course,mother,<15 min,5 to 10 hours,0,no,no,no,yes,no,yes,no,no,5,3,2,3,2,10,11,12,por,No
699,GP,F,17,U,GT3,T,secondary education,secondary education,other,other,home,mother,<15 min,5 to 10 hours,0,no,no,no,yes,no,yes,no,no,3,2,3,4,2,15,12,13,por,No
700,GP,F,18,U,GT3,T,5th to 9th grade,5th to 9th grade,at_home,services,home,mother,<15 min,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,0,11,12,13,por,No
701,GP,M,17,U,GT3,T,5th to 9th grade,5th to 9th grade,other,other,home,father,15 to 30 min.,<2 hours,0,no,no,no,no,yes,no,yes,no,4,4,4,4,8,8,8,9,por,No
702,GP,M,18,R,LE3,A,secondary education,higher education,other,other,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,1,6,15,16,16,por,Si
703,GP,M,17,U,GT3,T,secondary education,primary education (4th grade),services,other,other,mother,<15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,5,4,4,5,0,11,11,14,por,Si
704,GP,F,18,R,GT3,T,higher education,higher education,teacher,other,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,4,3,4,4,8,10,11,12,por,No
705,GP,M,18,U,GT3,T,higher education,5th to 9th grade,health,other,reputation,father,<15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,5,4,10,12,14,por,No
706,GP,F,18,R,GT3,T,5th to 9th grade,primary education (4th grade),other,other,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,no,yes,no,yes,yes,4,3,5,3,12,8,9,10,por,No
707,GP,F,19,U,GT3,T,secondary education,secondary education,other,services,home,other,<15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,5,16,11,12,12,por,Si
708,GP,F,18,U,GT3,T,5th to 9th grade,secondary education,other,services,reputation,father,<15 min,>10 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,5,5,2,10,16,16,16,por,No
